ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
J32	J34	320	888	1053	87951	0.0	1.2367054167697254e-06	1.2367054167697254e-06
E11	I10	614	1256	5595	87951	0.0	1.2367054167697254e-06	2.473410833539451e-06
N13	N20	309	623	998	87951	0.0	1.2367054167697254e-06	3.710116250309176e-06
M51	M54	1004	3198	4250	87951	0.0	1.2367054167697254e-06	4.946821667078902e-06
K21	K44	325	1231	979	87951	0.0	1.2367054167697254e-06	6.183527083848627e-06
K21	K29	521	1231	3371	87951	0.0	1.2367054167697254e-06	7.420232500618352e-06
N92	D25	1788	7665	5241	87951	0.0	1.2367054167697254e-06	8.656937917388078e-06
E78	I10	1076	2801	5595	87951	0.0	1.2367054167697254e-06	9.893643334157803e-06
E66	I10	1128	2933	5595	87951	0.0	1.2367054167697254e-06	1.1130348750927529e-05
K29	K44	460	3371	979	87951	0.0	1.2367054167697254e-06	1.2367054167697255e-05
E11	E66	403	1256	2933	87951	2.5192312415146688e-278	1.2367054167697254e-06	1.360375958446698e-05
I21	I25	160	265	650	87951	3.005296056160419e-275	1.2367054167697254e-06	1.4840465001236704e-05
M23	M94	245	2860	359	87951	3.566020502997322e-275	1.2367054167697254e-06	1.607717041800643e-05
F10	K70	174	1763	220	87951	1.7218794876983265e-252	1.2367054167697254e-06	1.7313875834776156e-05
F10	F13	225	1763	509	87951	5.008201922103699e-241	1.2367054167697254e-06	1.855058125154588e-05
N20	N23	165	998	317	87951	1.6550403689758054e-234	1.2367054167697254e-06	1.9787286668315607e-05
F10	F33	368	1763	2123	87951	5.6749559049001e-232	1.2367054167697254e-06	2.1023992085085332e-05
G55	M51	197	261	3198	87951	6.27215254089789e-226	1.2367054167697254e-06	2.2260697501855058e-05
E78	F17	427	2801	1985	87951	6.841062212767246e-226	1.2367054167697254e-06	2.3497402918624784e-05
E66	E78	505	2933	2801	87951	4.161490918154859e-222	1.2367054167697254e-06	2.473410833539451e-05
E78	I25	267	2801	650	87951	3.8831164853874134e-221	1.2367054167697254e-06	2.5970813752164235e-05
N84	N92	796	2709	7665	87951	1.608942441522043e-219	1.2367054167697254e-06	2.720751916893396e-05
F10	F43	347	1763	2037	87951	2.2475589967867506e-215	1.2367054167697254e-06	2.8444224585703686e-05
F32	F33	478	3607	2123	87951	1.0316214851998071e-213	1.2367054167697254e-06	2.968093000247341e-05
N85	N92	554	1444	7665	87951	5.617328146704389e-213	1.2367054167697254e-06	3.091763541924314e-05
I10	I25	329	5595	650	87951	7.579344328973667e-213	1.2367054167697254e-06	3.215434083601286e-05
M53	M54	361	1021	4250	87951	8.056178301490795e-209	1.2367054167697254e-06	3.339104625278259e-05
E11	E78	333	1256	2801	87951	1.8575482513985338e-205	1.2367054167697254e-06	3.462775166955231e-05
M42	M54	254	479	4250	87951	2.5798356108975245e-200	1.2367054167697254e-06	3.586445708632204e-05
F10	F32	423	1763	3607	87951	1.1417729793112035e-199	1.2367054167697254e-06	3.710116250309176e-05
M17	M23	261	712	2860	87951	2.0505039097010677e-198	1.2367054167697254e-06	3.833786791986149e-05
F33	F41	292	2123	1312	87951	9.078182334332153e-191	1.2367054167697254e-06	3.9574573336631214e-05
F32	F43	433	3607	2037	87951	1.5939329317620782e-182	1.2367054167697254e-06	4.0811278753400936e-05
F33	F45	240	2123	909	87951	8.704686686892446e-175	1.2367054167697254e-06	4.2047984170170665e-05
F13	F33	193	509	2123	87951	1.8626577810811601e-174	1.2367054167697254e-06	4.328468958694039e-05
F33	F43	333	2123	2037	87951	6.076034829509748e-174	1.2367054167697254e-06	4.4521395003710116e-05
J34	M95	112	1053	170	87951	1.131347874085022e-172	1.2367054167697254e-06	4.575810042047984e-05
F33	F60	196	2123	541	87951	1.3696235943150242e-172	1.2367054167697254e-06	4.699480583724957e-05
C78	C79	86	287	213	87951	1.062637921037543e-159	1.2367054167697254e-06	4.823151125401929e-05
