ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
E78	I25	1529	6400	2795	79178	0.0	1.2884937508053085e-06	1.2884937508053085e-06
E78	I10	2998	6400	9051	79178	0.0	1.2884937508053085e-06	2.576987501610617e-06
E78	I21	691	6400	1230	79178	0.0	1.2884937508053085e-06	3.865481252415925e-06
F17	I25	744	3976	2795	79178	0.0	1.2884937508053085e-06	5.153975003221234e-06
M23	M94	495	5160	661	79178	0.0	1.2884937508053085e-06	6.442468754026543e-06
F10	K70	715	4375	880	79178	0.0	1.2884937508053085e-06	7.73096250483185e-06
N13	N23	307	1007	849	79178	0.0	1.2884937508053085e-06	9.01945625563716e-06
N13	N20	705	1007	2328	79178	0.0	1.2884937508053085e-06	1.0307950006442468e-05
I21	I25	771	1230	2795	79178	0.0	1.2884937508053085e-06	1.1596443757247777e-05
J32	J34	573	1280	2271	79178	0.0	1.2884937508053085e-06	1.2884937508053086e-05
F10	F17	922	4375	3976	79178	0.0	1.2884937508053085e-06	1.4173431258858394e-05
M51	M54	995	3657	3845	79178	0.0	1.2884937508053085e-06	1.54619250096637e-05
E11	I10	1180	2290	9051	79178	0.0	1.2884937508053085e-06	2.4481381265300864e-05
E66	G47	782	3197	2993	79178	0.0	1.2884937508053085e-06	2.5769875016106173e-05
K29	K44	654	3502	1315	79178	0.0	1.2884937508053085e-06	2.8346862517716787e-05
K21	K29	915	2262	3502	79178	0.0	1.2884937508053085e-06	2.7058368766911478e-05
F10	F32	739	4375	2348	79178	0.0	1.2884937508053085e-06	1.803891251127432e-05
I10	I25	1554	9051	2795	79178	0.0	1.2884937508053085e-06	1.675041876046901e-05
N20	N23	557	2328	849	79178	0.0	1.2884937508053085e-06	3.09238500193274e-05
E66	E78	1061	3197	6400	79178	0.0	1.2884937508053085e-06	2.9635356268522096e-05
E78	F17	1345	6400	3976	79178	0.0	1.2884937508053085e-06	1.9327406262079628e-05
I20	I25	508	1005	2795	79178	0.0	1.2884937508053085e-06	2.0615900012884937e-05
E66	I10	1702	3197	9051	79178	0.0	1.2884937508053085e-06	2.1904393763690246e-05
K21	K44	652	2262	1315	79178	0.0	1.2884937508053085e-06	2.3192887514495555e-05
E78	I20	528	6400	1005	79178	3.429410521516596e-302	1.2884937508053085e-06	3.221234377013271e-05
E11	E78	799	2290	6400	79178	2.3369349268648794e-301	1.2884937508053085e-06	3.350083752093802e-05
E11	E66	555	2290	3197	79178	1.2325023519723872e-272	1.2884937508053085e-06	3.478933127174333e-05
M17	M23	443	921	5160	79178	1.6570949169712825e-271	1.2884937508053085e-06	3.607782502254864e-05
F17	I10	1257	3976	9051	79178	2.8335064663736127e-271	1.2884937508053085e-06	3.7366318773353947e-05
F17	I21	444	3976	1230	79178	3.601121202977485e-256	1.2884937508053085e-06	3.8654812524159255e-05
I42	I50	166	567	395	79178	1.3510146783989369e-253	1.2884937508053085e-06	3.9943306274964564e-05
I10	I21	614	9051	1230	79178	4.192556146237411e-249	1.2884937508053085e-06	4.1231800025769873e-05
E78	K76	725	6400	2291	79178	4.729053499323942e-242	1.2884937508053085e-06	4.252029377657518e-05
M22	M23	279	391	5160	79178	1.839370090965847e-237	1.2884937508053085e-06	4.380878752738049e-05
E78	E79	439	6400	887	79178	2.3598915700485003e-236	1.2884937508053085e-06	4.50972812781858e-05
I10	I20	519	9051	1005	79178	5.655891520451303e-219	1.2884937508053085e-06	4.638577502899111e-05
F10	F33	402	4375	1106	79178	9.261757348468083e-217	1.2884937508053085e-06	4.767426877979642e-05
F10	F13	243	4375	369	79178	1.5024684020637121e-210	1.2884937508053085e-06	4.896276253060173e-05
F10	G40	434	4375	1360	79178	3.626679479431762e-208	1.2884937508053085e-06	5.0251256281407036e-05
F32	F33	301	2348	1106	79178	1.0405980308569576e-198	1.2884937508053085e-06	5.1539750032212345e-05
H91	H93	171	681	726	79178	6.754197883427814e-195	1.2884937508053085e-06	5.282824378301765e-05
G55	M51	178	225	3657	79178	2.8032608441988974e-192	1.2884937508053085e-06	5.4116737533822956e-05
J34	M95	155	2271	215	79178	1.0533539102808181e-188	1.2884937508053085e-06	5.5405231284628265e-05
M23	M24	292	5160	569	79178	2.3197774774808758e-188	1.2884937508053085e-06	5.6693725035433574e-05
F10	F43	397	4375	1305	79178	1.5747069413478023e-181	1.2884937508053085e-06	5.798221878623888e-05
I26	I80	136	458	591	79178	1.7328378680716403e-178	1.2884937508053085e-06	5.927071253704419e-05
