ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
J32	J34	317	816	1219	62367	0.0	2.9120559114735e-06	2.9120559114735e-06
N13	N20	206	489	785	62367	6.996512761777979e-263	2.9120559114735e-06	5.824111822947e-06
M51	M54	430	1667	2184	62367	1.3302384286948874e-249	2.9120559114735e-06	8.7361677344205e-06
N80	N97	438	1863	2248	62367	6.420650155652234e-231	2.9120559114735e-06	1.1648223645894e-05
E66	I10	338	1670	1415	62367	1.2337639304976661e-221	2.9120559114735e-06	1.4560279557367501e-05
N20	N23	156	785	321	62367	9.789376943128057e-210	2.9120559114735e-06	1.7472335468841e-05
J34	M95	142	1219	201	62367	7.387213457021057e-196	2.9120559114735e-06	2.0384391380314503e-05
K21	K29	241	638	2147	62367	2.2046062364787148e-182	2.9120559114735e-06	2.3296447291788e-05
K21	K44	155	638	534	62367	5.520031797038458e-181	2.9120559114735e-06	2.62085032032615e-05
H91	H93	135	509	431	62367	7.161519054134413e-177	2.9120559114735e-06	2.9120559114735002e-05
F10	F13	136	956	274	62367	1.9122250200271536e-171	2.9120559114735e-06	3.2032615026208504e-05
F32	F43	322	2124	1489	62367	3.901502415434909e-163	2.9120559114735e-06	3.4944670937682e-05
F10	F60	162	956	560	62367	3.1615142624037446e-158	2.9120559114735e-06	3.78567268491555e-05
N92	D25	382	2565	1870	62367	1.808188383475609e-156	2.9120559114735e-06	4.0768782760629006e-05
K29	K44	205	2147	534	62367	1.998682413659547e-156	2.9120559114735e-06	4.3680838672102504e-05
F32	F33	246	2124	885	62367	6.702110837184546e-151	2.9120559114735e-06	4.6592894583576e-05
N73	N80	215	721	1863	62367	1.4677051348445682e-150	2.9120559114735e-06	4.95049504950495e-05
F10	F32	253	956	2124	62367	1.2825797969719427e-149	2.9120559114735e-06	5.2417006406523e-05
E78	I10	215	946	1415	62367	5.010564174679381e-149	2.9120559114735e-06	5.5329062317996505e-05
F10	F43	215	956	1489	62367	3.0565897407521197e-143	2.9120559114735e-06	5.8241118229470004e-05
F33	F60	144	885	560	62367	4.740614304125428e-137	2.9120559114735e-06	6.11531741409435e-05
F32	F60	191	2124	560	62367	3.369176727450512e-135	2.9120559114735e-06	6.406523005241701e-05
F43	F60	159	1489	560	62367	2.0057186188961146e-122	2.9120559114735e-06	6.69772859638905e-05
F10	K70	72	956	80	62367	3.94488001042439e-122	2.9120559114735e-06	6.9889341875364e-05
N73	N97	203	721	2248	62367	1.6756515194364952e-120	2.9120559114735e-06	7.280139778683751e-05
M23	M94	96	1253	170	62367	1.7588290588253158e-116	2.9120559114735e-06	7.5713453698311e-05
F33	F43	183	885	1489	62367	1.4022923269930339e-114	2.9120559114735e-06	7.86255096097845e-05
N13	N23	84	489	321	62367	1.0807918049072997e-102	2.9120559114735e-06	8.153756552125801e-05
F32	F41	206	2124	1011	62367	6.596025032116214e-98	2.9120559114735e-06	8.44496214327315e-05
N80	N83	283	1863	2218	62367	1.6005553076784138e-97	2.9120559114735e-06	8.736167734420501e-05
N84	N92	242	1199	2565	62367	1.5066140713510286e-96	2.9120559114735e-06	9.02737332556785e-05
F13	F60	79	274	560	62367	2.3329175047799212e-95	2.9120559114735e-06	9.3185789167152e-05
E66	E78	174	1670	946	62367	8.616338467140596e-92	2.9120559114735e-06	9.609784507862551e-05
E11	I10	98	292	1415	62367	1.717293371090674e-85	2.9120559114735e-06	9.9009900990099e-05
K80	K85	99	2240	207	62367	2.5105402389814674e-85	2.9120559114735e-06	0.00010192195690157251
C73	E89	41	195	72	62367	4.4800159287831554e-85	2.9120559114735e-06	0.000104834012813046
F11	F13	45	82	274	62367	4.7155671900804116e-85	2.9120559114735e-06	0.0001077460687245195
N77	B37	34	36	192	62367	1.1348190773375616e-84	2.9120559114735e-06	0.00011065812463599301
M22	M23	81	195	1253	62367	5.4050378032639595e-84	2.9120559114735e-06	0.0001135701805474665
N70	N73	112	852	721	62367	3.905994083772213e-82	2.9120559114735e-06	0.00011648223645894001
I84	K62	79	829	279	62367	1.015668930603174e-80	2.9120559114735e-06	0.00011939429237041351
F10	F33	124	956	885	62367	2.0309917374091208e-79	2.9120559114735e-06	0.000122306348281887
N80	K66	109	1863	356	62367	2.0135587120335357e-77	2.9120559114735e-06	0.0001252184041933605
E11	E66	91	292	1670	62367	1.0684285498363727e-69	2.9120559114735e-06	0.00012813046010483402
F13	F32	95	274	2124	62367	4.129248345925977e-68	2.9120559114735e-06	0.0001310425160163075
F10	F17	113	956	905	62367	8.267994960283255e-67	2.9120559114735e-06	0.000133954571927781
M42	M51	68	146	1667	62367	1.5931366968830969e-66	2.9120559114735e-06	0.00013686662783925452
N73	N83	146	721	2218	62367	2.0032744160393123e-66	2.9120559114735e-06	0.000139778683750728
M53	M54	125	530	2184	62367	9.506834362390255e-66	2.9120559114735e-06	0.0001426907396622015
K80	K81	78	2240	174	62367	1.1160988643385388e-64	2.9120559114735e-06	0.00014560279557367502
E11	E78	72	292	946	62367	1.1798098095987377e-64	2.9120559114735e-06	0.0001485148514851485
E78	F17	110	946	905	62367	2.8632276970839253e-64	2.9120559114735e-06	0.000151426907396622
