ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
H65	J35	5823	7328	13583	68399	0.0	3.762227238525207e-06	3.762227238525207e-06
K02	K04	413	1930	740	68399	0.0	3.762227238525207e-06	7.524454477050414e-06
K02	K08	273	1930	411	68399	3.216e-321	3.762227238525207e-06	1.1286681715575622e-05
E86	A09	651	1716	4818	68399	4.929437279347587e-306	3.762227238525207e-06	1.5048908954100828e-05
E86	A08	594	1716	4691	68399	1.7195650700593492e-259	3.762227238525207e-06	1.8811136192626035e-05
N13	N39	204	673	1103	68399	7.864208618816825e-200	3.762227238525207e-06	2.2573363431151244e-05
N43	K40	235	807	1948	68399	1.526775813291504e-166	3.762227238525207e-06	2.633559066967645e-05
N47	N48	406	10044	674	68399	1.2471573908212719e-164	3.762227238525207e-06	3.0097817908201657e-05
J00	J20	484	1667	5175	68399	2.8616506731034343e-155	3.762227238525207e-06	3.386004514672686e-05
H50	H52	93	680	143	68399	6.0219748243220524e-151	3.762227238525207e-06	3.762227238525207e-05
H74	J39	76	209	201	68399	4.262672842235101e-142	3.762227238525207e-06	4.1384499623777275e-05
J15	J20	337	1018	5175	68399	9.06882179085636e-126	3.762227238525207e-06	4.514672686230249e-05
J18	J20	542	2372	5175	68399	3.901491894244288e-125	3.762227238525207e-06	4.8908954100827695e-05
H70	K04	91	274	740	68399	1.6920131333947213e-108	3.762227238525207e-06	5.26711813393529e-05
K04	K08	99	740	411	68399	2.3565651087598084e-102	3.762227238525207e-06	5.643340857787811e-05
G40	G41	76	1390	132	68399	9.362932632742476e-93	3.762227238525207e-06	6.0195635816403313e-05
G80	G82	50	228	134	68399	6.782465301593546e-90	3.762227238525207e-06	6.395786305492852e-05
H90	J35	282	449	13583	68399	3.729049507208799e-88	3.762227238525207e-06	6.772009029345373e-05
F83	G40	111	430	1390	68399	9.030022832716004e-88	3.762227238525207e-06	7.148231753197893e-05
E86	E87	115	1716	392	68399	1.304891523675849e-87	3.762227238525207e-06	7.524454477050414e-05
H74	J35	168	209	13583	68399	3.9481531778666295e-79	3.762227238525207e-06	7.900677200902934e-05
