ICD1	ICD2	val11	occ1	occ2	NN	pval	bonf_thresh	fdr_thresh
I42	I50	337	1134	1138	91404	0.0	7.246901949416624e-07	7.246901949416624e-07
E78	I21	1175	11016	2359	91404	0.0	7.246901949416624e-07	1.4493803898833249e-06
K29	K44	835	4511	1731	91404	0.0	7.246901949416624e-07	2.1740705848249873e-06
J32	J34	355	977	1245	91404	0.0	7.246901949416624e-07	2.8987607797666498e-06
I21	I25	1554	2359	7575	91404	0.0	7.246901949416624e-07	3.623450974708312e-06
H35	H36	207	901	314	91404	0.0	7.246901949416624e-07	4.348141169649975e-06
N20	N23	366	2044	569	91404	0.0	7.246901949416624e-07	5.072831364591637e-06
E78	E79	849	11016	1656	91404	0.0	7.246901949416624e-07	5.7975215595332995e-06
E11	E78	2297	6226	11016	91404	0.0	7.246901949416624e-07	6.522211754474962e-06
F17	J44	1001	5190	3497	91404	0.0	7.246901949416624e-07	7.246901949416624e-06
E11	I25	1597	6226	7575	91404	0.0	7.246901949416624e-07	7.971592144358287e-06
E11	E66	1406	6226	5081	91404	0.0	7.246901949416624e-07	8.69628233929995e-06
M51	M54	1134	3716	4536	91404	0.0	7.246901949416624e-07	9.420972534241612e-06
F17	I25	1516	5190	7575	91404	0.0	7.246901949416624e-07	1.0145662729183274e-05
E78	I20	941	11016	1809	91404	0.0	7.246901949416624e-07	1.5218494093774911e-05
F10	K70	600	3908	893	91404	0.0	7.246901949416624e-07	1.1595043119066599e-05
E78	I25	3709	11016	7575	91404	0.0	7.246901949416624e-07	2.2465396043191537e-05
E78	I10	6977	11016	20556	91404	0.0	7.246901949416624e-07	1.2319733314008261e-05
E66	E78	1923	5081	11016	91404	0.0	7.246901949416624e-07	1.3044423508949924e-05
I20	I25	1068	1809	7575	91404	0.0	7.246901949416624e-07	1.3769113703891586e-05
N13	N20	552	885	2044	91404	0.0	7.246901949416624e-07	1.0870352924124937e-05
F10	F17	982	3908	5190	91404	0.0	7.246901949416624e-07	2.1740705848249873e-05
E78	F17	2017	11016	5190	91404	0.0	7.246901949416624e-07	2.101601565330821e-05
M23	M94	441	4761	562	91404	0.0	7.246901949416624e-07	2.0291325458366548e-05
I10	I25	4801	20556	7575	91404	0.0	7.246901949416624e-07	1.9566635263424888e-05
F17	I10	2572	5190	20556	91404	0.0	7.246901949416624e-07	1.8841945068483223e-05
E11	I10	4054	6226	20556	91404	0.0	7.246901949416624e-07	1.811725487354156e-05
E66	G47	1433	5081	4548	91404	0.0	7.246901949416624e-07	1.73925646785999e-05
E66	I10	3530	5081	20556	91404	0.0	7.246901949416624e-07	1.6667874483658238e-05
K21	K44	801	2815	1731	91404	0.0	7.246901949416624e-07	1.5943184288716574e-05
K21	K29	1185	2815	4511	91404	0.0	7.246901949416624e-07	1.4493803898833249e-05
I10	I48	1614	20556	2982	91404	4.0266e-319	7.246901949416624e-07	2.3190086238133198e-05
I85	K74	184	370	549	91404	7.99942724e-315	7.246901949416624e-07	2.391477643307486e-05
I10	I21	1370	20556	2359	91404	7.28206043814e-313	7.246901949416624e-07	2.4639466628016523e-05
M19	M75	398	1203	2534	91404	1.06375741552e-312	7.246901949416624e-07	2.5364156822958187e-05
F17	I21	702	5190	2359	91404	1.5968798965411e-310	7.246901949416624e-07	2.6088847017899848e-05
E11	E14	642	6226	1678	91404	3.25351208706776e-309	7.246901949416624e-07	2.681353721284151e-05
K57	K63	653	3065	3440	91404	5.947936747679143e-304	7.246901949416624e-07	2.7538227407783173e-05
I26	I80	232	723	782	91404	1.1179504475115013e-302	7.246901949416624e-07	2.8262917602724837e-05
M17	M23	622	2068	4761	91404	1.968731264455207e-298	7.246901949416624e-07	2.8987607797666498e-05
K29	K63	773	4511	3440	91404	3.7345652014686374e-295	7.246901949416624e-07	2.9712297992608158e-05
E78	K76	1169	11016	3238	91404	8.89121772978423e-287	7.246901949416624e-07	3.0436988187549822e-05
N18	I10	870	1234	20556	91404	3.792122830371635e-286	7.246901949416624e-07	3.1161678382491487e-05
I10	I20	1114	20556	1809	91404	7.367591069944796e-285	7.246901949416624e-07	3.188636857743315e-05
